loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G,epoch
0.4883327914774418,0.5226788212358952,0.5055058053135872,1.3725451463460923,9.70457754611969,11.077122669219971,0
0.453540892675519,0.46667871937155725,0.46010980553925035,1.6345090380311011,9.688861281871796,11.323370318412781,0
0.4733197259902954,0.4855844243367513,0.47945207501451176,1.5943432891368865,9.992757096290589,11.587100394566853,0
0.47499435029923914,0.488513009082526,0.48175367996096613,1.5631735128164292,10.116178897619248,11.679352412223816,0
0.4786636247038841,0.49242042598128316,0.48554202589392664,1.5529944416880608,10.23247298526764,11.785467422485352,0
0.5185859081149101,0.5625126125663519,0.5405492597818374,1.3689838203787803,10.618020753860474,11.987004528045654,1
0.5260255013778806,0.5601867110282183,0.5431061051785946,1.3420590002834798,10.54474983215332,11.886808824539184,1
0.5266200556854407,0.5540701663369934,0.5403451097508272,1.3331676362951597,10.588434572219848,11.921602210998536,1
0.5272050422802568,0.5576019389834255,0.5424034898355603,1.3154985914379358,10.545424426794051,11.860923011302948,1
0.527292350500822,0.5583790026977659,0.542835676163435,1.3077324628829956,10.547905520439148,11.855637987136841,1
0.5146127706766128,0.5696779869496822,0.5421453797817231,1.2722695827484132,10.56416766166687,11.836437282562256,2
0.5314545300602913,0.5755651345103979,0.5535098339617253,1.2628653681278228,10.49317265510559,11.756038064956664,2
0.5263151502609253,0.5690160375585158,0.5476655946671962,1.2754783338308335,10.530425742467244,11.805904092788696,2
0.5261851893365384,0.5652936083823442,0.5457393993064761,1.2662095507234334,10.44913516640663,11.715344729423522,2
0.5247954429686069,0.564717714458704,0.5447565791904926,1.266023301422596,10.447318219184876,11.713341526031494,2
0.5252945625782013,0.5867175225913525,0.5560060399770737,1.230954918861389,10.488159732818604,11.719114656448363,3
0.5338433821499348,0.5842419901490211,0.5590426851809025,1.2308153188228608,10.474506654739379,11.705321979522704,3
0.5302773405611515,0.5826189567272861,0.5564481474955877,1.243174716035525,10.49990860303243,11.74308331489563,3
0.530353535823524,0.57906130165793,0.5547074173390866,1.2408090901374818,10.416319283246994,11.65712837934494,3
0.5293580532968044,0.5755676760673523,0.5524628638029099,1.2400798822641372,10.425145438194274,11.665225324630738,3
0.5224804693460464,0.5982814031839371,0.5603809376060963,1.2393271419405938,10.423249263763427,11.662576417922974,4
0.5296472482383251,0.5891747880540789,0.5594110199809075,1.2252768088877202,10.3900417137146,11.615318508148194,4
0.5264130205412706,0.5861940736323595,0.556303547869126,1.2323140302300453,10.437171443303425,11.669485448201497,4
0.5262200671061873,0.5786579561792314,0.5524390127882362,1.2363116236776113,10.359223425388336,11.595535027980805,4
0.523370681732893,0.5740167178064585,0.548693700402975,1.2418409565091133,10.363447832107544,11.605288766860962,4
0.5106151458621025,0.584554285928607,0.547584712356329,1.2624265855550767,10.352576422691346,11.615003061294555,5
0.5186051996797323,0.5841226671263575,0.551363932415843,1.2505515006184578,10.343383572101594,11.5939350938797,5
0.5159380682309469,0.5801247674350937,0.5480314170320829,1.2472383821010589,10.404900523821512,11.652138926188151,5
0.5194834423065186,0.577160708643496,0.5483220748603344,1.243783834427595,10.33477160692215,11.578555455207825,5
0.5206835477054119,0.5740546551123261,0.5473691010475159,1.249669368982315,10.34001078414917,11.58968016242981,5
0.5169470620155334,0.6090488566830754,0.5629979573190212,1.2473614019155503,10.338669548034668,11.586030950546265,6
0.5256441619992256,0.5973906266130506,0.5615173936635256,1.2506934225559234,10.33262375831604,11.583317198753356,6
0.5190581254661083,0.5878200364857912,0.5534390809635321,1.2473249590396882,10.38994309425354,11.637268063227335,6
0.5232155938819051,0.5854274256993085,0.5543215100467205,1.2506894761323928,10.318426686525346,11.569116166830064,6
0.5216099110841751,0.5802731802910567,0.5509415454268456,1.2597103134393692,10.325617735862732,11.58532804775238,6
0.5257182276248932,0.5998046316206456,0.5627614304423332,1.2435439544916154,10.329189581871033,11.572733516693114,7
0.5377041464298964,0.6032460967451334,0.5704751216620206,1.2376622077822685,10.320301830768585,11.557964048385621,7
0.5282448155681292,0.5946954652915398,0.561470139225324,1.2365226896603903,10.365476717948914,11.601999419530232,7
0.5301391614601016,0.589319246513769,0.5597292028740048,1.2327242047339677,10.289709807634354,11.52243402481079,7
0.5293742504715919,0.5839565202444792,0.5566653845608235,1.239387353360653,10.281320439338684,11.520707809448242,7
0.523714503198862,0.6041849340870976,0.5639497175812721,1.2214024552702905,10.238170275688171,11.459572715759277,8
0.5277848471701145,0.5957386256381869,0.5617617355287075,1.2243189215660095,10.217446444034577,11.441765332221985,8
0.5230301934977373,0.584970114150395,0.554000152995189,1.2292013049125672,10.277549866040548,11.506751146316528,8
0.5252092018350959,0.5826584661891684,0.5539338334277272,1.2277472031861543,10.204640318155288,11.432387490272522,8
0.5279121914803981,0.5786005089841783,0.5532563503086567,1.2320747385621071,10.198980061531067,11.431054767608643,8
0.519672891497612,0.5902381520532072,0.5549555200338364,1.2197077092528343,10.166098065376282,11.385805721282958,9
0.5230129276961089,0.5877397212665528,0.5553763231635094,1.2208537554740906,10.11293523311615,11.333788957595825,9
0.5166983518997829,0.5798999291658401,0.5482991397380829,1.2300126014153163,10.175881900787353,11.405894482930501,9
0.523187357969582,0.5806871589180083,0.5519372582063079,1.2319104052335024,10.118197668790817,11.35010805130005,9
0.5247110359370708,0.5751540344916284,0.5499325352013111,1.2353665301799774,10.107433890342712,11.342800397872924,9
0.5228479786217213,0.5948024566844106,0.5588252162933349,1.2304424983263016,10.107047500610351,11.337490034103393,10
0.5297563156485557,0.5913289186544717,0.5605426172167063,1.2421089640259744,10.042924711704254,11.28503369808197,10
0.5229378855228424,0.5813172311770419,0.5521275593340397,1.2461989917357763,10.066990269025167,11.313189277648926,10
0.5266775255277752,0.5801347355684265,0.5534061310812831,1.2423277731984854,10.01374209165573,11.25606988787651,10
0.5271982203722,0.5754163810387254,0.5513073015511036,1.2441854316592216,10.00831865978241,11.25250410747528,10
0.5204333175718784,0.5889049377292395,0.5546691292524337,1.2223780292272568,9.947207703590394,11.169585723876953,11
0.5250010009855032,0.5874760057590902,0.5562385042756796,1.2336845794320106,9.893639862537384,11.127324438095092,11
0.5183896348873774,0.5791912058616678,0.5487904205421607,1.2449116496245067,9.931887861887613,11.176799503962199,11
0.5253376844525337,0.5782169766072184,0.5517773316055536,1.2511180633306502,9.881999481916427,11.133117532730102,11
0.5283789453804493,0.5762253976166248,0.5523021722733974,1.2520381602048873,9.877103404045105,11.129141542434692,11
