epoch,loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G
0,0.8096672296524048,0.7706405520439148,0.7901538908481598,3.798006534576416,0.12405046820640564,16.203052520751953
